geom,lat,lon,rainfall_avg,temp_avg,soil_type,drought_frequency
POINT(-119.38000000000032 37.62000000000025),37.62000000000025,-119.38000000000032,25.97,56.54,Peat,3.97
POINT(-119.36000000000033 37.62000000000025),37.62000000000025,-119.36000000000033,35.0,54.08,Peat,2.67
POINT(-119.34000000000033 37.62000000000025),37.62000000000025,-119.34000000000033,26.22,53.98,Peat,4.29
POINT(-119.32000000000033 37.62000000000025),37.62000000000025,-119.32000000000033,22.05,58.5,Peat,3.96
POINT(-119.30000000000034 37.62000000000025),37.62000000000025,-119.30000000000034,21.9,56.97,Chalky,4.54
POINT(-119.28000000000034 37.62000000000025),37.62000000000025,-119.28000000000034,26.86,59.43,Chalky,3.94
POINT(-119.26000000000035 37.62000000000025),37.62000000000025,-119.26000000000035,19.46,58.51,Chalky,5.0
POINT(-119.24000000000035 37.62000000000025),37.62000000000025,-119.24000000000035,20.85,56.52,Chalky,4.44
POINT(-119.22000000000035 37.62000000000025),37.62000000000025,-119.22000000000035,31.73,62.89,Chalky,4.01
POINT(-119.20000000000036 37.62000000000025),37.62000000000025,-119.20000000000036,30.62,41.14,Loam,2.64
POINT(-119.18000000000036 37.62000000000025),37.62000000000025,-119.18000000000036,17.27,43.96,Loam,5.0
POINT(-119.16000000000037 37.62000000000025),37.62000000000025,-119.16000000000037,26.53,48.13,Loam,3.05
POINT(-119.14000000000037 37.62000000000025),37.62000000000025,-119.14000000000037,20.91,49.28,Loam,4.56
POINT(-119.12000000000037 37.62000000000025),37.62000000000025,-119.12000000000037,30.52,48.1,Loam,4.19
POINT(-119.10000000000038 37.62000000000025),37.62000000000025,-119.10000000000038,28.1,46.35,Sandy Loam,4.44
POINT(-119.08000000000038 37.62000000000025),37.62000000000025,-119.08000000000038,26.4,45.3,Sandy Loam,3.9
POINT(-119.06000000000039 37.62000000000025),37.62000000000025,-119.06000000000039,31.64,43.22,Sandy Loam,2.69
POINT(-119.04000000000039 37.62000000000025),37.62000000000025,-119.04000000000039,28.49,60.68,Sandy Loam,3.62
POINT(-119.0200000000004 37.62000000000025),37.62000000000025,-119.0200000000004,26.2,63.24,Sandy Loam,4.73
POINT(-119.0000000000004 37.62000000000025),37.62000000000025,-119.0000000000004,22.08,69.99,Clay Loam,5.0
POINT(-121.0 37.640000000000256),37.640000000000256,-121.0,44.78,64.91,Loam,3.73
POINT(-120.98 37.640000000000256),37.640000000000256,-120.98,45.06,49.4,Loam,3.5
POINT(-120.96000000000001 37.640000000000256),37.640000000000256,-120.96000000000001,36.35,63.69,Loam,3.88
POINT(-120.94000000000001 37.640000000000256),37.640000000000256,-120.94000000000001,42.39,65.91,Sandy Loam,2.24
POINT(-120.92000000000002 37.640000000000256),37.640000000000256,-120.92000000000002,43.55,44.81,Sandy Loam,2.12
POINT(-120.90000000000002 37.640000000000256),37.640000000000256,-120.90000000000002,26.5,57.43,Sandy Loam,3.96
POINT(-120.88000000000002 37.640000000000256),37.640000000000256,-120.88000000000002,37.73,50.68,Sandy Loam,3.67
POINT(-120.86000000000003 37.640000000000256),37.640000000000256,-120.86000000000003,32.93,60.05,Sandy Loam,3.43
POINT(-120.84000000000003 37.640000000000256),37.640000000000256,-120.84000000000003,29.24,50.79,Clay Loam,3.74
POINT(-120.82000000000004 37.640000000000256),37.640000000000256,-120.82000000000004,40.81,40.0,Clay Loam,1.95
POINT(-120.80000000000004 37.640000000000256),37.640000000000256,-120.80000000000004,38.53,47.68,Clay Loam,2.65
POINT(-120.78000000000004 37.640000000000256),37.640000000000256,-120.78000000000004,36.53,58.69,Clay Loam,3.06
POINT(-120.76000000000005 37.640000000000256),37.640000000000256,-120.76000000000005,36.36,59.37,Clay Loam,3.34
POINT(-120.74000000000005 37.640000000000256),37.640000000000256,-120.74000000000005,25.16,45.96,Silt,4.73
POINT(-120.72000000000006 37.640000000000256),37.640000000000256,-120.72000000000006,43.67,59.19,Silt,2.72
POINT(-120.70000000000006 37.640000000000256),37.640000000000256,-120.70000000000006,27.03,44.68,Silt,2.89
POINT(-120.68000000000006 37.640000000000256),37.640000000000256,-120.68000000000006,27.48,54.65,Silt,4.53
POINT(-120.66000000000007 37.640000000000256),37.640000000000256,-120.66000000000007,34.89,52.27,Silt,3.12
POINT(-120.64000000000007 37.640000000000256),37.640000000000256,-120.64000000000007,25.55,42.58,Peat,4.71
POINT(-120.62000000000008 37.640000000000256),37.640000000000256,-120.62000000000008,33.43,47.99,Peat,2.46
POINT(-120.60000000000008 37.640000000000256),37.640000000000256,-120.60000000000008,31.85,45.6,Peat,3.86
POINT(-120.58000000000008 37.640000000000256),37.640000000000256,-120.58000000000008,42.39,40.0,Peat,3.27
POINT(-120.56000000000009 37.640000000000256),37.640000000000256,-120.56000000000009,40.55,54.11,Peat,2.06
POINT(-120.54000000000009 37.640000000000256),37.640000000000256,-120.54000000000009,41.83,46.75,Chalky,3.33
POINT(-120.5200000000001 37.640000000000256),37.640000000000256,-120.5200000000001,34.82,40.0,Chalky,2.47
POINT(-120.5000000000001 37.640000000000256),37.640000000000256,-120.5000000000001,32.25,41.66,Chalky,3.07
POINT(-120.4800000000001 37.640000000000256),37.640000000000256,-120.4800000000001,39.39,49.96,Chalky,2.35
POINT(-120.46000000000011 37.640000000000256),37.640000000000256,-120.46000000000011,31.95,56.38,Chalky,4.09
POINT(-120.44000000000011 37.640000000000256),37.640000000000256,-120.44000000000011,23.92,52.89,Loam,4.92
POINT(-120.42000000000012 37.640000000000256),37.640000000000256,-120.42000000000012,30.9,45.55,Loam,4.2
POINT(-120.40000000000012 37.640000000000256),37.640000000000256,-120.40000000000012,38.97,55.23,Loam,3.68
POINT(-120.38000000000012 37.640000000000256),37.640000000000256,-120.38000000000012,43.25,42.86,Loam,2.29
POINT(-120.36000000000013 37.640000000000256),37.640000000000256,-120.36000000000013,35.08,67.56,Loam,3.02
POINT(-120.34000000000013 37.640000000000256),37.640000000000256,-120.34000000000013,32.55,66.49,Sandy Loam,2.93
POINT(-120.32000000000014 37.640000000000256),37.640000000000256,-120.32000000000014,40.42,64.87,Sandy Loam,2.75
POINT(-120.30000000000014 37.640000000000256),37.640000000000256,-120.30000000000014,26.37,48.95,Sandy Loam,3.03
POINT(-120.28000000000014 37.640000000000256),37.640000000000256,-120.28000000000014,38.48,40.0,Sandy Loam,2.01
POINT(-120.26000000000015 37.640000000000256),37.640000000000256,-120.26000000000015,40.22,50.12,Sandy Loam,2.55
POINT(-120.24000000000015 37.640000000000256),37.640000000000256,-120.24000000000015,32.15,46.89,Clay Loam,2.58
POINT(-120.22000000000016 37.640000000000256),37.640000000000256,-120.22000000000016,27.27,47.47,Clay Loam,4.84
POINT(-120.20000000000016 37.640000000000256),37.640000000000256,-120.20000000000016,37.21,61.78,Clay Loam,4.02
POINT(-120.18000000000016 37.640000000000256),37.640000000000256,-120.18000000000016,26.84,48.08,Clay Loam,4.59
POINT(-120.16000000000017 37.640000000000256),37.640000000000256,-120.16000000000017,41.11,44.14,Clay Loam,2.35
POINT(-120.14000000000017 37.640000000000256),37.640000000000256,-120.14000000000017,22.59,41.28,Silt,5.0
POINT(-120.12000000000018 37.640000000000256),37.640000000000256,-120.12000000000018,32.07,42.06,Silt,2.52
POINT(-120.10000000000018 37.640000000000256),37.640000000000256,-120.10000000000018,36.81,52.5,Silt,3.61
POINT(-120.08000000000018 37.640000000000256),37.640000000000256,-120.08000000000018,41.33,40.0,Silt,3.61
POINT(-120.06000000000019 37.640000000000256),37.640000000000256,-120.06000000000019,28.14,63.71,Silt,4.09
POINT(-120.04000000000019 37.640000000000256),37.640000000000256,-120.04000000000019,30.98,53.83,Peat,4.64
POINT(-120.0200000000002 37.640000000000256),37.640000000000256,-120.0200000000002,25.19,50.59,Peat,3.37
POINT(-120.0000000000002 37.640000000000256),37.640000000000256,-120.0000000000002,22.81,62.48,Peat,4.17
POINT(-119.9800000000002 37.640000000000256),37.640000000000256,-119.9800000000002,31.29,54.61,Peat,3.67
POINT(-119.9600000000002 37.640000000000256),37.640000000000256,-119.9600000000002,21.4,46.76,Peat,3.91
POINT(-119.94000000000021 37.640000000000256),37.640000000000256,-119.94000000000021,24.58,55.55,Chalky,4.8
POINT(-119.92000000000021 37.640000000000256),37.640000000000256,-119.92000000000021,39.57,50.79,Chalky,2.05
POINT(-119.90000000000022 37.640000000000256),37.640000000000256,-119.90000000000022,28.32,54.01,Chalky,4.7
POINT(-119.88000000000022 37.640000000000256),37.640000000000256,-119.88000000000022,32.82,66.92,Chalky,4.28
POINT(-119.86000000000023 37.640000000000256),37.640000000000256,-119.86000000000023,40.0,56.16,Chalky,2.67
POINT(-119.84000000000023 37.640000000000256),37.640000000000256,-119.84000000000023,40.59,64.96,Loam,3.73
POINT(-119.82000000000023 37.640000000000256),37.640000000000256,-119.82000000000023,31.15,68.45,Loam,2.94
POINT(-119.80000000000024 37.640000000000256),37.640000000000256,-119.80000000000024,34.03,43.45,Loam,4.14
POINT(-119.78000000000024 37.640000000000256),37.640000000000256,-119.78000000000024,28.03,40.52,Loam,4.62
POINT(-119.76000000000025 37.640000000000256),37.640000000000256,-119.76000000000025,32.13,47.23,Loam,3.91
POINT(-119.74000000000025 37.640000000000256),37.640000000000256,-119.74000000000025,24.4,49.21,Sandy Loam,4.77
POINT(-119.72000000000025 37.640000000000256),37.640000000000256,-119.72000000000025,20.58,48.08,Sandy Loam,5.0
POINT(-119.70000000000026 37.640000000000256),37.640000000000256,-119.70000000000026,20.66,59.3,Sandy Loam,5.0
POINT(-119.68000000000026 37.640000000000256),37.640000000000256,-119.68000000000026,28.38,46.17,Sandy Loam,4.1
POINT(-119.66000000000027 37.640000000000256),37.640000000000256,-119.66000000000027,38.14,68.83,Sandy Loam,3.2
POINT(-119.64000000000027 37.640000000000256),37.640000000000256,-119.64000000000027,23.08,64.97,Sandy Loam,4.26
POINT(-119.62000000000027 37.640000000000256),37.640000000000256,-119.62000000000027,32.57,61.86,Clay Loam,3.11
POINT(-119.60000000000028 37.640000000000256),37.640000000000256,-119.60000000000028,33.18,40.36,Clay Loam,2.94
POINT(-119.58000000000028 37.640000000000256),37.640000000000256,-119.58000000000028,20.45,45.49,Clay Loam,5.0
POINT(-119.56000000000029 37.640000000000256),37.640000000000256,-119.56000000000029,30.62,57.82,Clay Loam,4.11
POINT(-119.54000000000029 37.640000000000256),37.640000000000256,-119.54000000000029,22.65,59.18,Clay Loam,5.0
POINT(-119.5200000000003 37.640000000000256),37.640000000000256,-119.5200000000003,29.6,51.49,Silt,2.93
POINT(-119.5000000000003 37.640000000000256),37.640000000000256,-119.5000000000003,21.31,62.62,Silt,4.1
POINT(-119.4800000000003 37.640000000000256),37.640000000000256,-119.4800000000003,32.12,53.18,Silt,3.53
POINT(-119.4600000000003 37.640000000000256),37.640000000000256,-119.4600000000003,27.18,61.63,Silt,4.52
POINT(-119.44000000000031 37.640000000000256),37.640000000000256,-119.44000000000031,27.46,61.01,Silt,3.68
POINT(-119.42000000000031 37.640000000000256),37.640000000000256,-119.42000000000031,33.84,45.33,Peat,2.43
POINT(-119.40000000000032 37.640000000000256),37.640000000000256,-119.40000000000032,29.61,53.93,Peat,3.09
POINT(-119.38000000000032 37.640000000000256),37.640000000000256,-119.38000000000032,27.07,68.9,Peat,5.0
POINT(-119.36000000000033 37.640000000000256),37.640000000000256,-119.36000000000033,27.95,58.84,Peat,4.55
POINT(-119.34000000000033 37.640000000000256),37.640000000000256,-119.34000000000033,33.48,69.39,Peat,3.4
POINT(-119.32000000000033 37.640000000000256),37.640000000000256,-119.32000000000033,36.92,56.25,Chalky,3.01
POINT(-119.30000000000034 37.640000000000256),37.640000000000256,-119.30000000000034,36.51,51.0,Chalky,2.66
POINT(-119.28000000000034 37.640000000000256),37.640000000000256,-119.28000000000034,36.95,56.76,Chalky,4.11
POINT(-119.26000000000035 37.640000000000256),37.640000000000256,-119.26000000000035,30.88,43.77,Chalky,3.27
POINT(-119.24000000000035 37.640000000000256),37.640000000000256,-119.24000000000035,28.93,59.29,Chalky,3.89
POINT(-119.22000000000035 37.640000000000256),37.640000000000256,-119.22000000000035,31.38,52.69,Loam,3.0
POINT(-119.20000000000036 37.640000000000256),37.640000000000256,-119.20000000000036,32.19,53.56,Loam,3.63
POINT(-119.18000000000036 37.640000000000256),37.640000000000256,-119.18000000000036,19.71,60.12,Loam,5.0
POINT(-119.16000000000037 37.640000000000256),37.640000000000256,-119.16000000000037,26.17,63.18,Loam,5.0
POINT(-119.14000000000037 37.640000000000256),37.640000000000256,-119.14000000000037,18.22,56.98,Loam,5.0
POINT(-119.12000000000037 37.640000000000256),37.640000000000256,-119.12000000000037,33.81,42.18,Sandy Loam,2.61
POINT(-119.10000000000038 37.640000000000256),37.640000000000256,-119.10000000000038,31.5,55.47,Sandy Loam,3.95
POINT(-119.08000000000038 37.640000000000256),37.640000000000256,-119.08000000000038,34.95,55.89,Sandy Loam,3.35
POINT(-119.06000000000039 37.640000000000256),37.640000000000256,-119.06000000000039,24.48,57.4,Sandy Loam,4.5
POINT(-119.04000000000039 37.640000000000256),37.640000000000256,-119.04000000000039,28.61,57.63,Sandy Loam,4.6
POINT(-119.0200000000004 37.640000000000256),37.640000000000256,-119.0200000000004,35.03,46.66,Clay Loam,4.19
POINT(-119.0000000000004 37.640000000000256),37.640000000000256,-119.0000000000004,33.15,46.53,Clay Loam,3.07
POINT(-121.0 37.66000000000026),37.66000000000026,-121.0,37.1,42.55,Loam,2.72
POINT(-120.98 37.66000000000026),37.66000000000026,-120.98,35.18,63.68,Loam,3.53
POINT(-120.96000000000001 37.66000000000026),37.66000000000026,-120.96000000000001,29.47,54.82,Sandy Loam,3.14
POINT(-120.94000000000001 37.66000000000026),37.66000000000026,-120.94000000000001,26.32,50.43,Sandy Loam,4.0
POINT(-120.92000000000002 37.66000000000026),37.66000000000026,-120.92000000000002,26.25,61.94,Sandy Loam,3.91
POINT(-120.90000000000002 37.66000000000026),37.66000000000026,-120.90000000000002,35.57,63.32,Sandy Loam,3.1
POINT(-120.88000000000002 37.66000000000026),37.66000000000026,-120.88000000000002,30.65,65.46,Sandy Loam,4.75
POINT(-120.86000000000003 37.66000000000026),37.66000000000026,-120.86000000000003,31.91,50.69,Clay Loam,2.84
POINT(-120.84000000000003 37.66000000000026),37.66000000000026,-120.84000000000003,39.73,55.48,Clay Loam,2.67
POINT(-120.82000000000004 37.66000000000026),37.66000000000026,-120.82000000000004,42.38,51.33,Clay Loam,3.82
POINT(-120.80000000000004 37.66000000000026),37.66000000000026,-120.80000000000004,31.35,40.0,Clay Loam,2.79
POINT(-120.78000000000004 37.66000000000026),37.66000000000026,-120.78000000000004,32.91,40.38,Clay Loam,2.56
POINT(-120.76000000000005 37.66000000000026),37.66000000000026,-120.76000000000005,43.93,48.19,Silt,3.43
POINT(-120.74000000000005 37.66000000000026),37.66000000000026,-120.74000000000005,30.67,59.19,Silt,3.31
POINT(-120.72000000000006 37.66000000000026),37.66000000000026,-120.72000000000006,31.7,49.02,Silt,4.36
POINT(-120.70000000000006 37.66000000000026),37.66000000000026,-120.70000000000006,32.7,63.87,Silt,3.88
POINT(-120.68000000000006 37.66000000000026),37.66000000000026,-120.68000000000006,33.65,41.41,Silt,3.16
POINT(-120.66000000000007 37.66000000000026),37.66000000000026,-120.66000000000007,37.01,61.54,Peat,3.18
POINT(-120.64000000000007 37.66000000000026),37.66000000000026,-120.64000000000007,38.75,46.61,Peat,2.38
POINT(-120.62000000000008 37.66000000000026),37.66000000000026,-120.62000000000008,25.81,50.71,Peat,3.23
POINT(-120.60000000000008 37.66000000000026),37.66000000000026,-120.60000000000008,25.89,61.3,Peat,5.0
POINT(-120.58000000000008 37.66000000000026),37.66000000000026,-120.58000000000008,36.2,57.3,Peat,2.58
POINT(-120.56000000000009 37.66000000000026),37.66000000000026,-120.56000000000009,36.29,40.0,Chalky,2.85
POINT(-120.54000000000009 37.66000000000026),37.66000000000026,-120.54000000000009,32.63,44.38,Chalky,2.52
POINT(-120.5200000000001 37.66000000000026),37.66000000000026,-120.5200000000001,26.99,54.24,Chalky,4.58
POINT(-120.5000000000001 37.66000000000026),37.66000000000026,-120.5000000000001,41.39,57.45,Chalky,3.99
POINT(-120.4800000000001 37.66000000000026),37.66000000000026,-120.4800000000001,32.03,66.18,Chalky,3.5
POINT(-120.46000000000011 37.66000000000026),37.66000000000026,-120.46000000000011,37.99,60.76,Loam,3.25
POINT(-120.44000000000011 37.66000000000026),37.66000000000026,-120.44000000000011,26.41,53.79,Loam,3.62
POINT(-120.42000000000012 37.66000000000026),37.66000000000026,-120.42000000000012,34.87,40.0,Loam,2.46
POINT(-120.40000000000012 37.66000000000026),37.66000000000026,-120.40000000000012,33.23,45.64,Loam,3.47
POINT(-120.38000000000012 37.66000000000026),37.66000000000026,-120.38000000000012,37.9,41.67,Loam,2.99
POINT(-120.36000000000013 37.66000000000026),37.66000000000026,-120.36000000000013,35.61,50.63,Sandy Loam,3.94
POINT(-120.34000000000013 37.66000000000026),37.66000000000026,-120.34000000000013,39.56,57.12,Sandy Loam,4.1
POINT(-120.32000000000014 37.66000000000026),37.66000000000026,-120.32000000000014,30.54,58.78,Sandy Loam,3.5
POINT(-120.30000000000014 37.66000000000026),37.66000000000026,-120.30000000000014,35.83,59.88,Sandy Loam,4.0
POINT(-120.28000000000014 37.66000000000026),37.66000000000026,-120.28000000000014,42.87,55.18,Sandy Loam,3.86
POINT(-120.26000000000015 37.66000000000026),37.66000000000026,-120.26000000000015,24.96,61.63,Clay Loam,3.76
POINT(-120.24000000000015 37.66000000000026),37.66000000000026,-120.24000000000015,25.52,61.11,Clay Loam,4.58
POINT(-120.22000000000016 37.66000000000026),37.66000000000026,-120.22000000000016,41.1,59.19,Clay Loam,2.57
POINT(-120.20000000000016 37.66000000000026),37.66000000000026,-120.20000000000016,26.55,41.16,Clay Loam,4.26
POINT(-120.18000000000016 37.66000000000026),37.66000000000026,-120.18000000000016,25.28,52.68,Clay Loam,3.48
POINT(-120.16000000000017 37.66000000000026),37.66000000000026,-120.16000000000017,27.49,63.6,Silt,3.77
POINT(-120.14000000000017 37.66000000000026),37.66000000000026,-120.14000000000017,34.02,63.36,Silt,3.75
POINT(-120.12000000000018 37.66000000000026),37.66000000000026,-120.12000000000018,38.67,65.88,Silt,2.4
POINT(-120.10000000000018 37.66000000000026),37.66000000000026,-120.10000000000018,40.8,48.2,Silt,3.17
POINT(-120.08000000000018 37.66000000000026),37.66000000000026,-120.08000000000018,32.49,42.5,Silt,2.79
POINT(-120.06000000000019 37.66000000000026),37.66000000000026,-120.06000000000019,25.86,49.77,Peat,5.0
POINT(-120.04000000000019 37.66000000000026),37.66000000000026,-120.04000000000019,31.39,40.0,Peat,3.22
POINT(-120.0200000000002 37.66000000000026),37.66000000000026,-120.0200000000002,26.71,66.84,Peat,3.48
POINT(-120.0000000000002 37.66000000000026),37.66000000000026,-120.0000000000002,21.62,43.38,Peat,4.71
POINT(-119.9800000000002 37.66000000000026),37.66000000000026,-119.9800000000002,28.25,55.4,Peat,4.59
POINT(-119.9600000000002 37.66000000000026),37.66000000000026,-119.9600000000002,24.99,42.61,Chalky,4.02
POINT(-119.94000000000021 37.66000000000026),37.66000000000026,-119.94000000000021,37.51,56.48,Chalky,3.26
POINT(-119.92000000000021 37.66000000000026),37.66000000000026,-119.92000000000021,23.84,58.84,Chalky,3.88
POINT(-119.90000000000022 37.66000000000026),37.66000000000026,-119.90000000000022,34.62,53.3,Chalky,3.95
POINT(-119.88000000000022 37.66000000000026),37.66000000000026,-119.88000000000022,28.64,60.44,Chalky,3.4
POINT(-119.86000000000023 37.66000000000026),37.66000000000026,-119.86000000000023,40.59,68.53,Loam,2.52
POINT(-119.84000000000023 37.66000000000026),37.66000000000026,-119.84000000000023,21.2,66.85,Loam,4.37
POINT(-119.82000000000023 37.66000000000026),37.66000000000026,-119.82000000000023,33.06,58.58,Loam,3.06
POINT(-119.80000000000024 37.66000000000026),37.66000000000026,-119.80000000000024,36.41,45.57,Loam,3.26
POINT(-119.78000000000024 37.66000000000026),37.66000000000026,-119.78000000000024,26.35,46.24,Loam,3.4
POINT(-119.76000000000025 37.66000000000026),37.66000000000026,-119.76000000000025,31.2,58.06,Sandy Loam,2.73
POINT(-119.74000000000025 37.66000000000026),37.66000000000026,-119.74000000000025,38.15,60.12,Sandy Loam,3.09
POINT(-119.72000000000025 37.66000000000026),37.66000000000026,-119.72000000000025,32.01,49.17,Sandy Loam,2.96
POINT(-119.70000000000026 37.66000000000026),37.66000000000026,-119.70000000000026,22.63,43.58,Sandy Loam,3.57
POINT(-119.68000000000026 37.66000000000026),37.66000000000026,-119.68000000000026,27.83,61.38,Sandy Loam,3.56
POINT(-119.66000000000027 37.66000000000026),37.66000000000026,-119.66000000000027,38.04,41.54,Clay Loam,2.47
POINT(-119.64000000000027 37.66000000000026),37.66000000000026,-119.64000000000027,26.63,47.36,Clay Loam,3.49
POINT(-119.62000000000027 37.66000000000026),37.66000000000026,-119.62000000000027,29.86,57.41,Clay Loam,3.98
POINT(-119.60000000000028 37.66000000000026),37.66000000000026,-119.60000000000028,34.0,58.08,Clay Loam,2.86
POINT(-119.58000000000028 37.66000000000026),37.66000000000026,-119.58000000000028,24.05,41.79,Clay Loam,4.91
POINT(-119.56000000000029 37.66000000000026),37.66000000000026,-119.56000000000029,19.75,63.09,Clay Loam,4.78
POINT(-119.54000000000029 37.66000000000026),37.66000000000026,-119.54000000000029,20.47,53.42,Silt,5.0
POINT(-119.5200000000003 37.66000000000026),37.66000000000026,-119.5200000000003,32.62,69.51,Silt,3.05
POINT(-119.5000000000003 37.66000000000026),37.66000000000026,-119.5000000000003,31.21,54.9,Silt,3.12
POINT(-119.4800000000003 37.66000000000026),37.66000000000026,-119.4800000000003,23.98,46.78,Silt,4.37
POINT(-119.4600000000003 37.66000000000026),37.66000000000026,-119.4600000000003,30.8,46.97,Silt,2.87
POINT(-119.44000000000031 37.66000000000026),37.66000000000026,-119.44000000000031,28.93,52.84,Peat,3.52
POINT(-119.42000000000031 37.66000000000026),37.66000000000026,-119.42000000000031,25.87,58.44,Peat,4.48
POINT(-119.40000000000032 37.66000000000026),37.66000000000026,-119.40000000000032,26.67,57.02,Peat,3.96
POINT(-119.38000000000032 37.66000000000026),37.66000000000026,-119.38000000000032,21.09,58.4,Peat,5.0
POINT(-119.36000000000033 37.66000000000026),37.66000000000026,-119.36000000000033,29.03,57.2,Peat,3.11
POINT(-119.34000000000033 37.66000000000026),37.66000000000026,-119.34000000000033,21.23,68.94,Chalky,5.0
POINT(-119.32000000000033 37.66000000000026),37.66000000000026,-119.32000000000033,34.63,64.35,Chalky,2.72
POINT(-119.30000000000034 37.66000000000026),37.66000000000026,-119.30000000000034,31.54,42.37,Chalky,2.85
POINT(-119.28000000000034 37.66000000000026),37.66000000000026,-119.28000000000034,31.5,56.31,Chalky,2.75
POINT(-119.26000000000035 37.66000000000026),37.66000000000026,-119.26000000000035,31.29,58.13,Chalky,3.4
POINT(-119.24000000000035 37.66000000000026),37.66000000000026,-119.24000000000035,34.54,54.63,Loam,3.05
POINT(-119.22000000000035 37.66000000000026),37.66000000000026,-119.22000000000035,33.81,67.34,Loam,2.86
POINT(-119.20000000000036 37.66000000000026),37.66000000000026,-119.20000000000036,37.1,42.21,Loam,3.12
POINT(-119.18000000000036 37.66000000000026),37.66000000000026,-119.18000000000036,34.14,40.5,Loam,3.74
POINT(-119.16000000000037 37.66000000000026),37.66000000000026,-119.16000000000037,30.61,69.54,Loam,3.59
POINT(-119.14000000000037 37.66000000000026),37.66000000000026,-119.14000000000037,32.28,56.65,Sandy Loam,4.17
POINT(-119.12000000000037 37.66000000000026),37.66000000000026,-119.12000000000037,33.42,54.31,Sandy Loam,2.95
POINT(-119.10000000000038 37.66000000000026),37.66000000000026,-119.10000000000038,24.47,52.23,Sandy Loam,3.43
POINT(-119.08000000000038 37.66000000000026),37.66000000000026,-119.08000000000038,20.36,66.23,Sandy Loam,5.0
POINT(-119.06000000000039 37.66000000000026),37.66000000000026,-119.06000000000039,19.06,48.42,Sandy Loam,5.0
POINT(-119.04000000000039 37.66000000000026),37.66000000000026,-119.04000000000039,33.85,46.16,Clay Loam,3.85
POINT(-119.0200000000004 37.66000000000026),37.66000000000026,-119.0200000000004,30.66,61.74,Clay Loam,3.23
POINT(-119.0000000000004 37.66000000000026),37.66000000000026,-119.0000000000004,34.44,56.07,Clay Loam,3.45
POINT(-121.0 37.68000000000026),37.68000000000026,-121.0,35.97,46.73,Loam,3.34
POINT(-120.98 37.68000000000026),37.68000000000026,-120.98,35.06,50.86,Sandy Loam,3.98
POINT(-120.96000000000001 37.68000000000026),37.68000000000026,-120.96000000000001,42.86,47.65,Sandy Loam,2.38
POINT(-120.94000000000001 37.68000000000026),37.68000000000026,-120.94000000000001,37.39,40.0,Sandy Loam,2.4
POINT(-120.92000000000002 37.68000000000026),37.68000000000026,-120.92000000000002,36.2,47.96,Sandy Loam,2.49
POINT(-120.90000000000002 37.68000000000026),37.68000000000026,-120.90000000000002,38.45,45.29,Sandy Loam,2.03
POINT(-120.88000000000002 37.68000000000026),37.68000000000026,-120.88000000000002,40.06,59.31,Clay Loam,3.47
POINT(-120.86000000000003 37.68000000000026),37.68000000000026,-120.86000000000003,38.35,50.77,Clay Loam,3.36
POINT(-120.84000000000003 37.68000000000026),37.68000000000026,-120.84000000000003,38.37,54.35,Clay Loam,2.44
POINT(-120.82000000000004 37.68000000000026),37.68000000000026,-120.82000000000004,45.38,56.32,Clay Loam,2.98
POINT(-120.80000000000004 37.68000000000026),37.68000000000026,-120.80000000000004,26.14,44.42,Clay Loam,3.17
POINT(-120.78000000000004 37.68000000000026),37.68000000000026,-120.78000000000004,38.24,60.66,Silt,3.4
POINT(-120.76000000000005 37.68000000000026),37.68000000000026,-120.76000000000005,35.32,52.29,Silt,4.02
POINT(-120.74000000000005 37.68000000000026),37.68000000000026,-120.74000000000005,42.68,56.25,Silt,2.9
POINT(-120.72000000000006 37.68000000000026),37.68000000000026,-120.72000000000006,34.57,40.77,Silt,3.23
POINT(-120.70000000000006 37.68000000000026),37.68000000000026,-120.70000000000006,38.53,53.72,Silt,3.72
POINT(-120.68000000000006 37.68000000000026),37.68000000000026,-120.68000000000006,25.24,40.0,Peat,3.58
POINT(-120.66000000000007 37.68000000000026),37.68000000000026,-120.66000000000007,25.54,50.62,Peat,3.26
POINT(-120.64000000000007 37.68000000000026),37.68000000000026,-120.64000000000007,25.4,48.06,Peat,4.65
POINT(-120.62000000000008 37.68000000000026),37.68000000000026,-120.62000000000008,26.38,48.65,Peat,4.41
POINT(-120.60000000000008 37.68000000000026),37.68000000000026,-120.60000000000008,25.44,56.86,Peat,4.14
POINT(-120.58000000000008 37.68000000000026),37.68000000000026,-120.58000000000008,28.88,45.94,Chalky,4.35
POINT(-120.56000000000009 37.68000000000026),37.68000000000026,-120.56000000000009,26.41,51.62,Chalky,3.25
POINT(-120.54000000000009 37.68000000000026),37.68000000000026,-120.54000000000009,38.12,40.0,Chalky,3.85
POINT(-120.5200000000001 37.68000000000026),37.68000000000026,-120.5200000000001,37.19,61.05,Chalky,2.74
POINT(-120.5000000000001 37.68000000000026),37.68000000000026,-120.5000000000001,30.47,44.3,Chalky,2.66
POINT(-120.4800000000001 37.68000000000026),37.68000000000026,-120.4800000000001,39.04,46.58,Loam,2.79
POINT(-120.46000000000011 37.68000000000026),37.68000000000026,-120.46000000000011,25.16,59.32,Loam,3.89
POINT(-120.44000000000011 37.68000000000026),37.68000000000026,-120.44000000000011,40.05,65.93,Loam,2.73
POINT(-120.42000000000012 37.68000000000026),37.68000000000026,-120.42000000000012,32.47,45.34,Loam,2.82
